id,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability,Location
125,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2540,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:15,04h 30m,17:45,4.3,281,34,Andra Pradesh
126,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5870,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,09h 30m,04:00,3.5,555,15,Andra Pradesh
127,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5070,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:45,08h 30m,03:15,2.4,524,7,Andra Pradesh
128,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 48821,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,09h 15m,04:15,3.7,555,8,Andra Pradesh
129,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5859,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,09h 00m,04:00,3.6,555,17,Andra Pradesh
130,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5380,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,10h 06m,05:06,4.2,624,29,Andra Pradesh
131,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5866,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,10h 01m,05:46,4.7,569,26,Andra Pradesh
132,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5913,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,09h 06m,05:36,3.8,590,24,Andra Pradesh
133,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 45901,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,07h 20m,04:20,4.0,522,25,Andra Pradesh
134,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,APSRTC - 52223,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,04h 50m,17:50,3.5,365,35,Andra Pradesh
135,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,APSRTC - 52224,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,04h 50m,18:50,3.4,365,30,Andra Pradesh
136,Bangalore to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,APSRTC - 52225,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,04h 50m,19:20,3.8,365,30,Andra Pradesh
137,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 5533,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,04h 30m,17:30,3.9,304,11,Andra Pradesh
138,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 47245,Express Non AC Seater 2+3,13:15,04h 25m,17:40,4.1,218,32,Andra Pradesh
139,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 6842,Express Non AC Seater 2+3,13:30,04h 45m,18:15,2.7,218,24,Andra Pradesh
140,Bangalore to Chittoor (Andhra Pradesh),https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,APSRTC - 5751,Express Non AC Seater 2+3,14:15,04h 40m,18:55,3.2,218,15,Andra Pradesh
141,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5398,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",12:45,04h 15m,17:00,4.1,229,33,Andra Pradesh
142,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 5390,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,03h 35m,17:35,4.2,281,33,Andra Pradesh
143,Chittoor (Andhra Pradesh) to Bangalore,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,APSRTC - 47224,Express Non AC Seater 2+3,14:30,03h 40m,18:10,4.2,239,41,Andra Pradesh
144,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,APSRTC - 4612,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,08h 45m,04:00,4.1,483,11,Andra Pradesh
145,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,APSRTC - 4249,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,08h 35m,04:20,3.4,483,3,Andra Pradesh
146,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,APSRTC - 4179,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),20:30,07h 59m,04:29,4.5,817,14,Andra Pradesh
147,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,APSRTC - 4189,INDRA(A.C. Seater),20:40,08h 05m,04:45,2.7,585,8,Andra Pradesh
148,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,APSRTC - 42443,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,08h 45m,05:45,3.1,483,4,Andra Pradesh
149,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,APSRTC - 4629,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,08h 00m,05:00,4.2,483,11,Andra Pradesh
150,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,APSRTC - 4155,INDRA(A.C. Seater),21:10,07h 14m,04:24,4.6,585,6,Andra Pradesh
151,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,APSRTC - 4199,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,08h 25m,06:05,4.1,483,1,Andra Pradesh
152,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,APSRTC - 4223,INDRA(A.C. Seater),21:45,07h 10m,04:55,3.8,585,6,Andra Pradesh
153,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,APSRTC - 4621,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,08h 10m,06:00,3.9,483,1,Andra Pradesh
154,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,APSRTC - 4267,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,06h 15m,04:30,3.4,451,17,Andra Pradesh
155,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,APSRTC - 4219,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:15,06h 50m,05:05,3.6,743,8,Andra Pradesh
156,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,IntrCity SmartBus,AC Sleeper (2+1),23:50,07h 45m,07:35,4.7,939,17,Andra Pradesh
157,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:10,07h 35m,06:45,4.5,769,21,Andra Pradesh
158,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Zingbus Plus,A/C Seater / Sleeper (2+1),23:03,07h 12m,06:15,4.5,989,22,Andra Pradesh
159,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),23:30,07h 50m,07:20,4.5,1139,19,Andra Pradesh
160,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Sri KVR Travels,A/C Seater / Sleeper (2+1),22:30,07h 29m,05:59,4.6,670,32,Andra Pradesh
161,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),23:10,07h 45m,06:55,4.5,1139,18,Andra Pradesh
162,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,IntrCity SmartBus,AC Sleeper (2+1),23:40,07h 00m,06:40,4.3,919,19,Andra Pradesh
163,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Yolo Bus,A/C Seater / Sleeper (2+1),22:15,07h 55m,06:10,4.2,910,18,Andra Pradesh
164,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,NueGo,Electric A/C Seater (2+2),22:35,08h 00m,06:35,4.1,759,16,Andra Pradesh
165,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Yolo Bus,A/C Sleeper (2+1),22:31,08h 19m,06:50,4.4,1030,16,Andra Pradesh
166,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,KARTHIKEYA TOURS AND TRAVELS,A/C Seater / Sleeper (2+1),22:30,06h 45m,05:15,4.3,800,14,Andra Pradesh
167,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Svkdt travels,A/C Sleeper (2+1),22:30,08h 25m,06:55,3.9,889,2,Andra Pradesh
168,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Teja Tours and Travels,A/C Seater/Sleeper (2+1),22:00,07h 15m,05:15,4.1,780,14,Andra Pradesh
169,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Svkdt travels,A/C Sleeper (2+1),22:20,08h 10m,06:30,3.9,889,5,Andra Pradesh
170,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:30,08h 30m,06:00,3.9,1000,4,Andra Pradesh
171,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Mozo travels,A/C Seater / Sleeper (2+1),22:30,06h 55m,05:25,4.2,699,4,Andra Pradesh
172,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Tirumala Xpress,A/C Sleeper (2+1),21:35,08h 55m,06:30,3.8,1079,30,Andra Pradesh
173,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,KKaveri Travels,Non A/C Seater / Sleeper (2+1),20:45,08h 15m,05:00,3.7,780,12,Andra Pradesh
174,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:15,07h 50m,07:05,4.4,739,14,Andra Pradesh
175,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,V Kaveri Travels,A/C Seater / Sleeper (2+1),22:15,07h 00m,05:15,3.9,900,14,Andra Pradesh
176,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Orange Tours and Travels,Bharat Benz A/C Sleeper (2+1),23:30,07h 00m,06:30,3.1,1100,7,Andra Pradesh
177,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,FRESHBUS,Electric A/C Seater (2+2),17:20,07h 00m,00:20,4.8,698,15,Andra Pradesh
178,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,08h 30m,05:50,3.7,720,13,Andra Pradesh
179,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Morning Star Travels,NON A/C Sleeper (2+1),23:00,05h 30m,04:30,3.0,950,7,Andra Pradesh
180,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Morning Star Travels,A/C Sleeper (2+1),22:40,07h 00m,05:40,2.8,1090,8,Andra Pradesh
181,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Morning Star Travels,A/C Sleeper (2+1),22:55,06h 35m,05:30,2.5,1090,14,Andra Pradesh
182,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Prasanna Travels,A/C Seater / Sleeper (2+1),23:05,07h 25m,06:30,2.2,998,36,Andra Pradesh
183,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,AVR Travels,A/C Seater / Sleeper (2+1),23:00,07h 15m,06:15,3.2,2500,27,Andra Pradesh
184,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Prasanna Travels,A/C Seater / Sleeper (2+1),23:10,08h 00m,07:10,3.4,999,35,Andra Pradesh
185,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Morning Star Travels,NON A/C Sleeper (2+1),22:50,06h 35m,05:25,1.8,950,8,Andra Pradesh
186,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Orange Tours and Travels,NON A/C Seater/ Sleeper (2+1),23:30,06h 20m,05:50,1.6,700,16,Andra Pradesh
187,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),21:05,0-19h 00m,02:05,4.6,7190,41,Andra Pradesh
188,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,NueGo,Electric A/C Seater (2+2),17:00,07h 50m,00:50,4.2,569,24,Andra Pradesh
189,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,NueGo,Electric A/C Seater (2+2),11:55,06h 55m,18:50,4.2,332,9,Andra Pradesh
190,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,V Kaveri Travels,A/C Sleeper (2+1),21:30,08h 30m,06:00,3.7,1200,13,Andra Pradesh
191,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),16:00,06h 00m,22:00,3.9,999,20,Andra Pradesh
192,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Sudha Sri Tours and Travels,A/C Sleeper (2+1),22:10,06h 30m,04:40,3.1,3000,30,Andra Pradesh
193,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Prasanna Travels,A/C Seater / Sleeper (2+1),23:55,07h 15m,07:10,2.8,1000,34,Andra Pradesh
194,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Prasanna Travels,A/C Seater / Sleeper (2+1),22:45,07h 30m,06:15,4.0,1000,33,Andra Pradesh
195,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Sai Sri Durga Travels,Non A/C Seater / Sleeper (2+1),23:45,06h 25m,06:10,1.7,1890,40,Andra Pradesh
196,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Sri KVR Travels,A/C Seater / Sleeper (2+1),23:05,0-19h 00m,04:05,4.6,7190,30,Andra Pradesh
197,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,S S N L Travels,A/C Seater / Sleeper (2+1),23:10,06h 40m,05:50,1.5,820,21,Andra Pradesh
198,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),21:00,06h 00m,03:00,0.0,1599,31,Andra Pradesh
199,Hyderabad to Guntur (Andhra Pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),18:00,06h 00m,00:00,0.0,3599,11,Andra Pradesh
200,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 9334,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),13:00,06h 26m,19:26,3.6,929,34,Andra Pradesh
201,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4466,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:15,07h 45m,21:00,1.7,605,32,Andra Pradesh
202,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4444,INDRA(A.C. Seater),13:15,09h 10m,22:25,4.1,732,35,Andra Pradesh
203,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3067,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,08h 20m,22:50,3.9,574,32,Andra Pradesh
204,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4511,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:15,08h 40m,23:55,2.9,605,34,Andra Pradesh
205,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3009,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:45,09h 00m,00:45,3.6,605,35,Andra Pradesh
206,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3492,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),16:00,07h 00m,23:00,4.0,929,42,Andra Pradesh
207,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3466,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,08h 35m,01:05,3.4,605,34,Andra Pradesh
208,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 27299,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",16:45,09h 30m,02:15,4.0,579,37,Andra Pradesh
209,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 2972,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,09h 15m,02:15,4.0,605,33,Andra Pradesh
210,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3430,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:15,06h 50m,00:05,4.4,929,45,Andra Pradesh
211,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4381,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:20,08h 25m,01:45,4.0,605,33,Andra Pradesh
212,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3039,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",17:30,09h 00m,02:30,4.0,579,35,Andra Pradesh
213,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3135,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,08h 45m,02:30,4.0,574,33,Andra Pradesh
214,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3071,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,09h 15m,03:15,4.0,605,21,Andra Pradesh
215,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4411,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:15,08h 15m,02:30,4.0,605,28,Andra Pradesh
216,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 2925,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,08h 50m,03:20,4.5,574,33,Andra Pradesh
217,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3496,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),18:45,06h 40m,01:25,4.5,929,44,Andra Pradesh
218,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3137,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:45,09h 05m,03:50,4.0,605,27,Andra Pradesh
219,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3637,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,08h 36m,04:06,4.4,605,33,Andra Pradesh
220,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3017,INDRA(A.C. Seater),20:00,07h 45m,03:45,4.4,732,35,Andra Pradesh
221,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3181,INDRA(A.C. Seater),20:20,07h 00m,03:20,4.0,732,28,Andra Pradesh
222,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3091,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,08h 30m,05:00,4.6,574,35,Andra Pradesh
223,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 46390,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,09h 30m,06:00,4.0,605,33,Andra Pradesh
224,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3772,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:31,08h 35m,05:06,4.0,629,33,Andra Pradesh
225,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 2968,INDRA(A.C. Seater),20:40,07h 50m,04:30,3.9,694,29,Andra Pradesh
226,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3840,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:10,08h 20m,05:30,3.6,629,33,Andra Pradesh
227,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3139,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,07h 40m,05:00,4.7,574,33,Andra Pradesh
228,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4280,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,07h 10m,04:40,3.3,574,34,Andra Pradesh
229,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4595,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,07h 55m,05:35,4.0,605,33,Andra Pradesh
230,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4625,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,08h 10m,05:55,4.0,574,32,Andra Pradesh
231,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4058,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,08h 05m,05:55,4.0,605,33,Andra Pradesh
232,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3257,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:00,07h 25m,05:25,4.2,579,33,Andra Pradesh
233,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 95497,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:00,07h 10m,05:10,4.0,882,30,Andra Pradesh
234,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 9200,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,08h 00m,06:00,4.3,605,33,Andra Pradesh
235,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 9330,STAR LINER(NON-AC SLEEPER 2+1),22:15,07h 10m,05:25,4.2,784,15,Andra Pradesh
236,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3488,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,07h 25m,05:55,4.5,605,28,Andra Pradesh
237,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3455,INDRA(A.C. Seater),22:30,07h 20m,05:50,3.8,732,36,Andra Pradesh
238,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4274,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:40,07h 20m,06:00,4.6,574,30,Andra Pradesh
239,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 5047,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,08h 15m,07:00,4.0,605,33,Andra Pradesh
240,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 5208,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,08h 00m,07:00,3.8,605,33,Andra Pradesh
241,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 9458,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,08h 00m,07:00,3.4,605,33,Andra Pradesh
242,Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4757,VENNELA (A.C. SLEEPER),23:00,06h 25m,05:25,4.5,1082,16,Andra Pradesh
